uid,lmp_avg,lmp_min,lmp_max,name,plx_lmp,dlmp,adlmp
207,32.33427095528515,-0.3390648066997528,56.665550231933594,Tineo220,33.04663435352689,-0.7123633982417417,0.7123633982417417
208,70.74811963807969,31.566328048706055,261.29608154296875,Tinguiririca154,46.70760229165522,24.040517346424465,24.040517346424465
209,37.178715044943,-0.13208270072937012,65.11994934082031,TO_Enlace220,35.656523587111714,1.5221914578312834,1.5221914578312834
210,-0.1923914790330898,-0.34858259558677673,-0.04627630114555359,Tocopilla110,31.074897119922163,-31.267288598955254,31.267288598955254
211,34.427258534467825,-0.21038499474525452,60.273223876953125,Tocopilla220_BP1,33.213339489907035,1.2139190445607895,1.2139190445607895
212,49.04675403095427,31.82569122314453,56.943504333496094,Torquemada110,45.15337156629303,3.8933824646612365,3.8933824646612365
213,48.9141838437035,31.180278778076172,54.91918182373047,Trupan220,0.0,48.9141838437035,48.9141838437035
214,68.08110549336388,31.865907669067383,255.77017211914062,Tuniche154_I,0.0,68.08110549336388,68.08110549336388
215,67.7121164344606,31.95948600769043,254.99606323242188,Tuniche154_II,0.0,67.7121164344606,67.7121164344606
216,32.59482185830296,-0.07969079911708832,56.514564514160156,Valdivia220,32.90229569129157,-0.3074738329886131,0.3074738329886131
217,48.32100738797869,31.237485885620117,55.974979400634766,Ventanas110,44.48845032060768,3.832557067371006,3.832557067371006
218,48.3028507573264,31.48692512512207,55.658119201660156,Ventanas220,44.735240103874006,3.567610653452391,3.567610653452391
219,49.41694460596357,31.506471633911133,57.269195556640625,HuertosFamiliares033,45.38057160093717,4.036373005026405,4.036373005026405
220,49.724412089302426,31.54936408996582,58.26850128173828,DonHumberto033,45.32310356733037,4.401308521972055,4.401308521972055
221,32.70584701125821,-0.3517000079154968,57.88039016723633,IncaOro033,31.609048841190386,1.0967981700678209,1.0967981700678209
222,30.655491949857346,-0.3517000079154968,54.150550842285156,LaCabana033,29.92147257442864,0.734019375428705,0.734019375428705
223,34.446982903572334,-0.162642702460289,60.19780731201172,Palpana033,33.23768014292426,1.2093027606480717,1.2093027606480717
224,143.0192578333164,0.026080399751663208,467.0899963378906,UribeSolar033,36.97920048948105,106.04005734383534,106.04005734383534
225,37.3977292463893,6.4610419273376465,58.243202209472656,PuntaSierra033,34.94187010494223,2.455859141447064,2.455859141447064
226,36.145536174953335,0.03819499909877777,63.79520797729492,ElevCapricornio033,35.64253349522404,0.5030026797292919,0.5030026797292919
227,32.82747011347895,-0.3517000079154968,58.110023498535156,CentralSalvador023,31.665071249155396,1.1623988643235563,1.1623988643235563
228,32.46340649206901,-0.3353145122528076,57.34886169433594,SanAndres023,31.340517327875677,1.1228891641933352,1.1228891641933352
229,32.75608010714807,-0.2517000138759613,57.65530776977539,DesiertoAtacama033,31.50773093123116,1.248349175916914,1.248349175916914
230,-0.2864458943229346,-0.4438531994819641,-0.14268779754638672,Tamaya033,31.239353697859936,-31.52579959218287,31.52579959218287
231,50.85915018263317,32.67034912109375,58.86767578125,Alfalfal220_CRCA,45.95394008817409,4.905210094459079,4.905210094459079
232,34.415616127155126,-0.25988098978996277,60.300071716308594,PEQ023_BP1,33.22646447534252,1.1891516518126082,1.1891516518126082
233,34.415616127155126,-0.25988098978996277,60.300071716308594,PEQ023_BP4-5,33.22646447534252,1.1891516518126082,1.1891516518126082
234,34.415616127155126,-0.25988098978996277,60.300071716308594,MariaElena023,33.22646447534252,1.1891516518126082,1.1891516518126082
235,-1.0526683038277995,-6.2582902908325195,5.15379524230957,AndesSolar2_023,8.327733492994225,-9.380401796822024,9.380401796822024
