name,g_energy,p_energy,de,g_peak,p_peak,dp,g_loss_ana,g_loss_rep,rev
SantaMarta220->Chena220,16907.75174331665,14373.252518882231,2534.4992244344194,163.15736389160156,158.493774007686,4.663589883915563,60.16702514112766,56.85314306616783,0
Sauzal110_2->Sauzal154,5455.165109634399,5455.1651,9.634399248170666e-06,43.319801330566406,43.3198,1.3305664054996669e-06,3.4466341556237032,3.392527491785586,0
Sauzal154->Rancagua154,5459.681188583374,5455.1751,4.506088583373639,43.284847259521484,43.3198,-0.034952740478516375,11.57766029588062,11.344937976449728,0
SCristobal110->CNavia110,-13999.886875152588,22152.412072095987,-36152.29894724858,174.51348876953125,191.600427247899,-17.086938478367756,86.41146163264928,82.88382451981306,1
SFcoMost066->Paine154,2021.2479333151132,3171.6382454300538,-1150.3903121149406,51.205772399902344,51.205772356971,4.2931340260565776e-08,87.64111599305805,86.37086194031872,0
SJavier66->Constituci66,-1703.5775714851916,1419.6094328511429,-3123.187004336334,18.600000381469727,15.6998722753418,2.9001281061279265,124.09739794143644,121.60143457027152,1
SMiguel66->Talca66,8472.192506790161,8746.550361949196,-274.35785515903444,74.66227722167969,73.6964835258284,0.9657936958512892,62.71206687322998,61.72774204239249,0
StaRosa110->AJahuel110,-20335.276824951172,21010.207800790544,-41345.484625741716,187.62152099609375,193.341033612841,-5.719512616747238,129.20063344704826,127.76570373773575,1
SVicente154->Hualpen154,-9901.843807220459,9776.529274065853,-19678.373081286314,74.37283325195312,73.6805664729353,0.6922667790178281,13.623142926269532,13.302121482789516,1
SVicente154->Petroq154,-4444.269214630127,4318.141965675577,-8762.411180305704,41.307861328125,40.9669749079267,0.3408864201983022,1.3912718273773195,1.2042292998521589,1
Talca66->SJavier66,-1719.4294673204422,1392.6168594392818,-3112.0463267597243,20.93284034729004,22.0083631204616,-1.07552277317156,29.05839380155107,28.60910248570144,1
Tamaya110->S-AA100_3B,1087.7771471142769,4466.022752652897,-3378.24560553862,19.471275329589844,99.1800405867499,-79.70876525716005,24.235895511084454,319.5044832085259,0
Tamaya110->Salar110_4B,319.58789721131325,4582.302470437432,-4262.714573226119,23.243188858032227,101.78792772096,-78.54473886292777,19.163534827739362,1761.5049362182617,0
Tarapaca220->Condores220,5740.272345781326,7647.5279688160745,-1907.2556230347482,84.98829650878906,129.709856922757,-44.72156041396795,43.419986651783866,72.63014572311658,0
Temuco220->Cautin220,-23965.318870544434,24368.74004994961,-48334.05892049405,207.2905731201172,211.841478621628,-4.550905501510812,19.521856406591247,29.024187669157982,1
Temuco220->Temuco66,28265.80340576172,28050.825843491082,214.97756227063655,235.6370849609375,235.553203328047,0.08388163289049544,56.5263011501536,69.16824804246426,0
Temuco66->LasVioletas66,1982.2629661560059,1855.7475601697483,126.51540598625752,18.607999801635742,18.0786674928319,0.5293323088038413,104.11343279315294,127.15180703997612,0
Temuco66->Pillanlelbun66,4319.039122455637,4396.925661317949,-77.88653886231168,60.0,56.1072181267866,3.8927818732134014,165.45368402115463,215.10386581113562,0
Tilcoco154->Malloa154,2502.1937820762396,4139.448599715141,-1637.2548176389018,64.46934509277344,50.17053449985,14.298810592923438,7.283005578896006,6.8533854184206575,0
Tilcoco154->PCortes154,-1190.153773739934,5153.748522707554,-6343.902296447488,68.82821655273438,66.1115967534572,2.7166197992771686,22.97629834631104,22.054521654732525,1
Tineo220->PMontt220,15990.043296337128,20716.59898010954,-4726.555683772411,222.53018188476562,234.122271649405,-11.592089764639383,64.02269859230486,76.7242659534968,0
Tinguiririca154->Itahue154,-6132.499189376831,7602.628829776679,-13735.12801915351,72.0971450805664,79.7201419078867,-7.622996827320293,62.87652068133736,60.56897965622193,1
Tinguiririca154->Teno154,-3140.7458776831627,4883.048533671959,-8023.794411355122,99.91706848144531,101.862921977559,-1.9458534961136849,45.55875671334116,44.02936909616983,1
TO_Enlace220->Atacama220,-267.93283861875534,1982.7253813397972,-2250.6582199585528,92.84764099121094,61.0097067983916,31.83793419281934,24.5012169423774,107.54525891505182,1
