uid,mwh,name,plx_mwh,dmwh,admwh
264,276.845001719892,CANTILLANA_FV,277.81583331333326,-0.9708315934412326,0.9708315934412326
265,7851.9711537361145,CANUTILLAR_U1,4850.618121377726,3001.353032358388,3001.353032358388
266,7600.05181312561,CANUTILLAR_U2,5219.290087777239,2380.7617253483713,2380.7617253483713
267,4224.540011718869,CAPRICORNIO_FV,4092.99,131.55001171886943,131.55001171886943
268,1224.8447570800781,CAPULLO,1193.4447999999995,31.399957080078593,31.399957080078593
269,136.29499899595976,CARA_DE_GALLO_FV,136.68499995000002,-0.3900009540402607,0.3900009540402607
270,528.7169911712408,CARACAS_2_FV,530.4411666566666,-1.7241754854258033,1.7241754854258033
271,121.47749947756529,CARACOLES_FV,121.35293329333334,0.12456618423195209,0.12456618423195209
272,82.2800007686019,CARANCA_FV,82.43916666666667,-0.15916589806477077,0.15916589806477077
273,896.4899981617928,CARDONAL_EO,896.4899999999998,-1.8382070265943184e-06,1.8382070265943184e-06
276,912.8288116455078,CARILAFQUEN,862.8287999999993,50.00001164550849,50.00001164550849
277,1578.4100062344223,CARRERA_PINTO_FV,1849.3799999999994,-270.9699937655771,270.9699937655771
278,331.69999942183495,CASABERMEJA_FV,332.55916665666666,-0.8591672348317161,0.8591672348317161
279,407.04000091552734,CASTANO_FV,408.3258333133334,-1.2858323978060753,1.2858323978060753
280,84.59999884665012,CASTILLA_FV,84.63333330333334,-0.03333445668322099,0.03333445668322099
281,94.99999944865704,CASUTO_FV,94.76666665666667,0.23333279199036383,0.23333279199036383
283,69.59999965131283,CATEMU_FV,69.43333333333334,0.16666631797949094,0.16666631797949094
284,133.44499848783016,CATO_FV,133.72916664666664,-0.2841681588364793,0.2841681588364793
285,134.31500127725303,CAUQUENES_FV,134.39833330333337,-0.08333202608034185,0.08333202608034185
286,333.429594039917,CAVANCHA,333.4295999999997,-5.960082717137993e-06,5.960082717137993e-06
287,142.275001835078,CEFALU_FV,142.69250000000002,-0.41749816492202285,0.41749816492202285
288,545.1533958911896,CELCO_BL1,302.0,243.15339589118958,243.15339589118958
289,7.8136484026908875,CELCO_BL2,0.2,7.613648402690887,7.613648402690887
290,15744.231721639633,CEME1_FV,11980.55803939485,3763.673682244784,3763.673682244784
294,272.34000339359045,CENTAURO_FV,272.5299999899999,-0.18999659640945765,0.18999659640945765
296,5404.389998454601,CERRO_DOMINADOR_FV,3179.416666666667,2224.9733317879336,2224.9733317879336
297,1868.1599807739258,CERRO_PABELLON_U1,1868.1599999999974,-1.9226071572120418e-05,1.9226071572120418e-05
300,6168.000018388033,CERRO_TIGRE_EO,5320.661806312691,847.3382120753422,847.3382120753422
301,106.10499965958297,CETUS_FV,105.82499997000004,0.27999968958293664,0.27999968958293664
302,455.9000004529953,CHACABUCO_FV,454.86666665666684,1.0333337963284634,1.0333337963284634
303,1645.000036239624,CHACABUQUITO,1644.9999999999989,3.623962516030588e-05,3.623962516030588e-05
304,266.63999865204096,CHACAICO_FV,267.1808333333334,-0.5408346812924378,0.5408346812924378
305,4884.293397903442,CHACAYES,4884.293400000001,-2.0965590010746382e-06,2.0965590010746382e-06
307,106.98999951034784,CHALINGA_FV,106.67249997000005,0.3174995403477965,0.3174995403477965
308,489.289996907115,CHAMPA_FV,491.2716666366666,-1.9816697295516406,1.9816697295516406
309,107.98000011965632,CHANAR_VERANO_FV,168.5108333133334,-60.53083319367707,60.53083319367707
310,1696.9399998635054,CHANARES_FV,1692.7000000000007,4.239999863504636,4.239999863504636
311,110.20000045746565,CHANCON_FV,110.03333333333332,0.16666712413233142,0.16666712413233142
312,543.6144046783447,CHANLEUFU,543.6143999999998,4.6783449079157435e-06,4.6783449079157435e-06
313,1092.0,CHAPIQUINA,953.5,138.5,138.5
314,436.0749978944659,CHEQUEN_FV,437.6083332933334,-1.5333353988674503,1.5333353988674503
315,316.2100005373359,CHERCAN_FV,316.35666666666657,-0.146666129330697,0.146666129330697
316,547.3999967575073,CHIBURGO,545.4166666666666,1.9833300908406954,1.9833300908406954
317,507.20499784871936,CHICAUMA_VERANO_FV,509.5208332933334,-2.315835444614038,2.315835444614038
318,96.54000000283122,CHILENER_FV,96.77416666666667,-0.23416666383545248,0.23416666383545248
319,147.54500146955252,CHILLAN_HUAMBALI_HIPER_FV,148.03416666666664,-0.48916519711411866,0.48916519711411866
321,122.30000082403421,CHIMBARONGO_FV,122.1833333133333,0.11666751070090697,0.11666751070090697
322,405.8214978724718,CHIMBARONGO_NIEBLA_FV,402.22183331333343,3.5996645591383754,3.5996645591383754
323,132.30000143498182,CHINCOL_FV,131.78333333333336,0.5166681016484631,0.5166681016484631
324,381.45389941334724,CHOLGUAN_BL1,387.0,-5.546100586652756,5.546100586652756
326,138.71999972313643,CHUCAO_FV,139.0283333333334,-0.3083336101969678,0.3083336101969678
327,103.64000019989908,CHUCHINI_FV,103.82833332333335,-0.18833312343427622,0.18833312343427622
329,27.346900238189846,CINTAC_FV,27.26781665666668,0.07908358152316453,0.07908358152316453
330,324.21000066399574,CIPRES_FV,324.7083333333336,-0.4983326693378558,0.4983326693378558
331,715.8006370328367,CIPRESES_U1,5828.0,-5112.199362967163,5112.199362967163
332,2145.8628670573235,CIPRESES_U2,3320.0,-1174.1371329426765,1174.1371329426765
333,1194.8145241737366,CIPRESES_U3,2495.740840471286,-1300.9263162975494,1300.9263162975494
334,333.19999742507935,CIPRESILLOS,333.20000000000005,-2.57492069977161e-06,2.57492069977161e-06
335,97.49999937415123,CITRINO_FV,97.24999999999999,0.24999937415124407,0.24999937415124407
336,631.369999922812,CKILIR_FV,634.3550000000002,-2.9850000771882605,2.9850000771882605
337,322.0250008292496,CLEMENTINA_FV,323.3500000000001,-1.3249991707504591,1.3249991707504591
341,480.0,CMPC_LAJA_BL1,480.0,0.0,0.0
346,2016.0,CMPC_PACIFICO_BL1,2007.98,8.019999999999982,8.019999999999982
