# Archivo de mantenimientos embalses (plpmanem.dat)
# Numero de embalses con mantenimientos
 6 
# Nombre del embalse
'CIPRESES'
#   Numero de Etapas con mantenimiento
    72
#   Mes   Etapa     VolMin     VolMax
     09     045  0.5758340  0.7196000
     10     046  0.5758340  0.7196000
     11     047  0.5758340  0.7196000
     12     048  0.5758340  0.7196000
     01     049  0.5758340  0.7196000
     02     050  0.5758340  0.7196000
     03     051  0.5758340  0.7196000
     04     052  0.5758340  0.7196000
     05     053  0.5758340  0.7196000
     06     054  0.5758340  0.7196000
     07     055  0.5758340  0.7196000
     08     056  0.5758340  0.7196000
     09     057  0.5758340  0.7196000
     10     058  0.5758340  0.7196000
     11     059  0.5758340  0.7196000
     12     060  0.5758340  0.7196000
     01     061  0.5758340  0.7196000
     02     062  0.5758340  0.7196000
     03     063  0.5758340  0.7196000
     04     064  0.5758340  0.7196000
     05     065  0.5758340  0.7196000
     06     066  0.5758340  0.7196000
     07     067  0.5758340  0.7196000
     08     068  0.5758340  0.7196000
     09     069  0.5758340  0.7196000
     10     070  0.5758340  0.7196000
     11     071  0.5758340  0.7196000
     12     072  0.5758340  0.7196000
