# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   08    221     22.48
   08    222     21.13
   09    223     16.60
   09    224     24.07
   09    225     23.08
   10    226     15.44
   10    227     22.17
   10    228     22.24
   11    229     16.59
   11    230     23.92
   11    231     23.15
   12    232     17.86
   12    233     24.26
   12    234     24.14
# Nombre de la Barra
'Lautaro066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     34.61
   07    002     30.51
   07    003     34.28
   07    004     43.13
   07    005     45.52
   07    006     43.80
   07    007     42.51
   07    008     39.06
   07    009     41.53
   07    010     42.54
   07    011     34.48
   07    012     30.43
   07    013     34.34
   07    014     43.30
   07    015     45.56
   07    016     43.82
   07    017     42.58
   07    018     39.01
   07    019     41.36
   07    020     42.32
   07    021     33.40
   07    022     30.26
   07    023     40.26
   07    024     42.27
   07    025     42.51
   07    026     32.90
   07    027     29.69
   07    028     38.56
   07    029     40.83
   07    030     41.80
   08    031     30.09
   08    032     40.53
   08    033     39.91
   08    034     30.80
   08    035     40.68
   08    036     39.40
   08    037     32.20
   08    038     43.32
   08    039     41.76
   08    040     32.02
   08    041     42.55
   08    042     41.85
   09    043     31.33
   09    044     42.62
   09    045     40.46
   09    046     31.92
   09    047     42.61
   09    048     41.47
   09    049     31.98
   09    050     43.73
   09    051     41.20
   09    052     30.05
   09    053     39.98
   09    054     39.17
   10    055     30.20
   10    056     41.85
   10    057     41.09
   10    058     31.90
   10    059     46.10
   10    060     43.91
   10    061     30.57
   10    062     44.15
   10    063     41.99
   10    064     31.31
   10    065     43.92
   10    066     42.18
   11    067     30.82
   11    068     44.11
   11    069     41.71
   11    070     30.77
   11    071     44.10
   11    072     41.65
   11    073     30.76
   11    074     44.03
   11    075     41.55
   11    076     30.39
   11    077     43.49
   11    078     40.97
   12    079     31.29
   12    080     42.60
   12    081     41.34
   12    082     30.33
   12    083     40.58
   12    084     40.16
   12    085     30.25
   12    086     41.91
   12    087     40.53
   12    088     30.40
   12    089     41.45
   12    090     39.96
   01    091     31.64
   01    092     43.80
   01    093     39.10
   02    094     30.80
   02    095     43.51
   02    096     39.23
   03    097     31.97
   03    098     46.42
   03    099     41.65
   04    100     30.08
   04    101     42.70
   04    102     38.12
   05    103     29.83
   05    104     40.94
   05    105     36.71
   06    106     33.41
   06    107     45.35
   06    108     40.80
   07    109     34.28
   07    110     45.38
   07    111     43.69
   08    112     33.44
   08    113     45.05
   08    114     43.64
   09    115     33.51
   09    116     45.20
   09    117     43.44
   10    118     30.65
   10    119     43.17
   10    120     41.66
   11    121     31.05
   11    122     44.39
   11    123     41.92
   12    124     31.77
   12    125     43.35
   12    126     42.20
   01    127     33.99
   01    128     47.14
   01    129     41.84
   02    130     32.08
   02    131     45.67
   02    132     40.89
   03    133     32.71
   03    134     46.89
   03    135     42.53
   04    136     32.02
   04    137     45.42
   04    138     40.97
   05    139     32.21
   05    140     44.58
   05    141     39.66
   06    142     35.49
   06    143     48.20
   06    144     43.37
   07    145     36.38
   07    146     47.90
   07    147     46.24
   08    148     35.84
   08    149     48.11
   08    150     46.62
   09    151     35.76
   09    152     48.50
   09    153     46.49
   10    154     30.02
   10    155     42.57
   10    156     41.05
   11    157     29.37
   11    158     41.96
   11    159     39.61
   12    160     33.11
   12    161     45.15
   12    162     43.64
   01    163     36.56
   01    164     50.14
   01    165     45.28
   02    166     33.73
   02    167     48.28
   02    168     42.62
   03    169     33.59
   03    170     48.30
   03    171     43.81
   04    172     34.28
   04    173     49.08
   04    174     44.56
   05    175     34.93
   05    176     48.34
   05    177     43.12
   06    178     36.68
   06    179     49.20
   06    180     44.88
   07    181     36.97
   07    182     48.81
   07    183     47.27
   08    184     36.66
   08    185     49.22
   08    186     47.70
   09    187     36.93
   09    188     49.16
   09    189     47.61
   10    190     30.73
   10    191     43.82
   10    192     42.07
   11    193     32.29
   11    194     46.14
   11    195     43.58
   12    196     34.00
   12    197     45.94
   12    198     44.91
   01    199     37.30
   01    200     51.85
   01    201     46.26
   02    202     35.10
   02    203     50.01
   02    204     44.46
   03    205     35.05
   03    206     50.68
   03    207     45.77
   04    208     35.55
   04    209     50.34
   04    210     46.36
   05    211     36.19
   05    212     50.15
   05    213     44.69
   06    214     37.78
   06    215     50.40
   06    216     46.73
   07    217     38.16
   07    218     50.86
   07    219     48.76
   08    220     37.81
   08    221     50.49
   08    222     49.25
   09    223     37.64
   09    224     50.60
   09    225     49.06
   10    226     30.89
   10    227     44.07
   10    228     42.29
   11    229     32.29
   11    230     46.14
   11    231     43.58
   12    232     35.15
   12    233     47.53
   12    234     46.29
# Nombre de la Barra
'CNavia110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    346.15
   07    002    307.39
   07    003    327.11
   07    004    371.56
   07    005    404.08
   07    006    422.72
   07    007    420.39
   07    008    395.60
   07    009    404.18
   07    010    396.11
   07    011    345.64
   07    012    307.51
   07    013    328.03
   07    014    372.35
   07    015    403.96
   07    016    421.75
   07    017    419.44
   07    018    394.54
   07    019    402.63
   07    020    394.64
   07    021    337.69
   07    022    305.04
   07    023    360.82
   07    024    411.39
   07    025    399.36
   07    026    333.09
   07    027    299.69
   07    028    349.23
   07    029    401.96
   07    030    393.21
   08    031    308.26
   08    032    395.13
   08    033    392.97
   08    034    317.30
   08    035    401.47
   08    036    391.19
   08    037    329.93
   08    038    422.43
   08    039    412.90
   08    040    329.06
   08    041    417.40
   08    042    412.63
   09    043    333.43
   09    044    425.47
   09    045    415.31
   09    046    340.87
   09    047    431.42
   09    048    425.68
   09    049    339.93
   09    050    433.97
   09    051    422.58
   09    052    320.31
   09    053    405.72
   09    054    401.47
   10    055    308.28
   10    056    401.48
   10    057    404.05
   10    058    330.41
   10    059    437.75
   10    060    430.95
   10    061    316.66
   10    062    419.09
   10    063    412.21
   10    064    321.96
   10    065    418.10
   10    066    411.67
   11    067    316.93
   11    068    411.81
   11    069    405.64
   11    070    317.65
   11    071    412.58
   11    072    406.23
   11    073    317.28
   11    074    411.81
   11    075    405.17
   11    076    313.97
   11    077    407.12
   11    078    400.14
   12    079    315.08
   12    080    403.71
   12    081    402.79
   12    082    306.99
   12    083    390.23
   12    084    393.98
   12    085    304.01
   12    086    396.43
   12    087    394.68
   12    088    304.68
   12    089    390.03
   12    090    387.66
   01    091    294.99
   01    092    365.63
   01    093    369.66
   02    094    294.31
   02    095    381.40
   02    096    406.46
   03    097    324.62
   03    098    428.34
   03    099    452.52
   04    100    308.49
   04    101    386.98
   04    102    408.33
   05    103    288.59
   05    104    365.35
   05    105    386.36
   06    106    333.30
   06    107    409.92
   06    108    412.06
   07    109    341.63
   07    110    426.63
   07    111    418.57
   08    112    342.21
   08    113    439.37
   08    114    430.94
   09    115    356.78
   09    116    453.66
   09    117    445.29
   10    118    314.59
   10    119    411.39
   10    120    408.40
   11    121    319.02
   11    122    414.15
   11    123    407.56
   12    124    319.88
   12    125    411.55
   12    126    411.62
   01    127    317.33
   01    128    393.24
   01    129    395.40
   02    130    306.07
   02    131    399.90
   02    132    425.56
   03    133    333.34
   03    134    434.19
   03    135    460.67
   04    136    327.48
   04    137    410.70
   04    138    435.87
   05    139    310.55
   05    140    395.38
   05    141    417.68
   06    142    353.85
   06    143    435.38
   06    144    437.81
   07    145    362.68
   07    146    451.77
   07    147    443.15
   08    148    366.86
   08    149    469.12
   08    150    459.94
   09    151    379.99
   09    152    484.73
   09    153    475.83
   10    154    306.06
   10    155    403.94
   10    156    400.96
   11    157    299.85
   11    158    389.56
   11    159    383.15
   12    160    332.19
   12    161    425.65
   12    162    423.68
   01    163    343.32
   01    164    422.88
   01    165    428.93
   02    166    319.95
   02    167    418.49
   02    168    443.27
   03    169    341.82
   03    170    447.27
   03    171    474.74
   04    172    349.37
   04    173    441.10
   04    174    470.29
   05    175    336.23
   05    176    428.03
   05    177    453.49
   06    178    366.81
   06    179    447.38
   06    180    449.95
   07    181    368.07
   07    182    460.85
   07    183    453.62
   08    184    375.29
   08    185    479.89
   08    186    470.54
   09    187    394.21
   09    188    496.55
   09    189    488.51
   10    190    313.87
   10    191    414.15
   10    192    409.78
   11    193    331.16
   11    194    429.95
   11    195    423.15
   12    196    344.49
   12    197    439.23
   12    198    440.31
   01    199    350.18
   01    200    434.89
   01    201    438.93
   02    202    335.53
   02    203    436.24
   02    204    463.55
   03    205    356.10
   03    206    468.04
   03    207    495.20
   04    208    363.33
   04    209    454.94
   04    210    489.54
   05    211    348.24
   05    212    443.56
   05    213    469.94
   06    214    379.31
   06    215    461.86
   06    216    467.04
   07    217    379.23
   07    218    476.94
   07    219    467.24
   08    220    388.07
   08    221    494.38
   08    222    486.33
   09    223    401.32
   09    224    511.08
   09    225    503.40
   10    226    315.84
   10    227    416.76
   10    228    412.26
   11    229    331.16
   11    230    429.95
   11    231    423.15
   12    232    355.75
   12    233    453.25
   12    234    453.13
# Nombre de la Barra
'ElLoa220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001      9.12
   07    002      8.73
   07    003      8.60
   07    004      8.69
   07    005      8.98
   07    006      9.19
   07    007      9.45
   07    008      9.09
   07    009      9.26
   07    010      9.64
   07    011      9.39
   07    012      9.01
   07    013      8.89
   07    014      8.96
   07    015      9.25
   07    016      9.47
   07    017      9.73
   07    018      9.38
   07    019      9.56
   07    020      9.96
   07    021      9.07
   07    022      8.72
   07    023      8.75
   07    024      9.21
   07    025      9.67
   07    026      9.05
   07    027      8.70
   07    028      8.76
   07    029      9.21
   07    030      9.58
   08    031      6.62
   08    032      7.26
   08    033      7.54
   08    034      6.78
   08    035      7.37
   08    036      7.77
   08    037      6.63
   08    038      7.24
   08    039      7.61
   08    040      6.48
   08    041      7.07
   08    042      7.37
   09    043      8.55
   09    044      9.23
   09    045      9.22
   09    046      8.34
   09    047      9.06
   09    048      9.11
   09    049      8.68
   09    050      9.32
   09    051      9.37
   09    052      8.71
   09    053      9.46
   09    054      9.51
   10    055     14.60
   10    056     14.87
   10    057     15.62
   10    058     13.72
   10    059     14.02
   10    060     14.75
   10    061     13.76
   10    062     14.06
   10    063     14.78
   10    064     14.58
   10    065     14.99
   10    066     15.85
   11    067     12.30
   11    068     12.60
   11    069     13.08
   11    070     11.84
   11    071     12.14
   11    072     12.60
   11    073     12.29
   11    074     12.59
   11    075     13.07
   11    076     12.35
   11    077     12.65
   11    078     13.14
   12    079      8.90
   12    080      9.39
   12    081      9.79
   12    082      8.72
   12    083      9.22
   12    084      9.65
   12    085      8.94
   12    086      9.45
   12    087      9.81
   12    088      9.20
   12    089      9.71
   12    090     10.14
   01    091      9.68
   01    092      9.49
   01    093     10.52
   02    094      9.85
   02    095      9.87
   02    096     10.56
   03    097      7.61
   03    098      7.88
   03    099      8.23
   04    100      8.57
   04    101      8.70
   04    102      9.42
   05    103      9.76
   05    104      9.68
   05    105     10.56
   06    106      8.65
   06    107      8.89
   06    108      9.43
   07    109      9.32
   07    110      9.67
   07    111      9.92
   08    112      6.98
   08    113      7.60
   08    114      7.97
   09    115      9.02
   09    116      9.75
   09    117      9.79
   10    118     14.95
   10    119     15.27
   10    120     16.07
   11    121     12.98
   11    122     13.30
   11    123     13.82
   12    124      9.25
   12    125      9.77
   12    126     10.21
   01    127      9.97
   01    128      9.82
   01    129     10.85
   02    130     10.19
   02    131     10.22
   02    132     10.95
   03    133      7.88
   03    134      8.15
   03    135      8.50
   04    136      8.18
   04    137      8.30
   04    138      9.00
   05    139      9.57
   05    140      9.52
   05    141     10.39
   06    142      9.03
   06    143      9.28
   06    144      9.84
   07    145      9.75
   07    146     10.11
   07    147     10.37
   08    148      7.31
   08    149      8.00
   08    150      8.39
   09    151      9.51
   09    152     10.26
   09    153     10.39
   10    154     15.99
   10    155     16.31
   10    156     17.13
   11    157     13.17
   11    158     13.50
   11    159     14.01
   12    160      9.70
   12    161     10.23
   12    162     10.68
   01    163     10.53
   01    164     10.31
   01    165     11.42
   02    166     10.73
   02    167     10.72
   02    168     11.45
   03    169      8.28
   03    170      8.57
   03    171      8.94
   04    172      7.70
   04    173      7.79
   04    174      8.44
   05    175      9.27
   05    176      9.22
   05    177     10.04
   06    178      9.09
   06    179      9.41
   06    180      9.94
   07    181      9.89
   07    182     10.27
   07    183     10.52
   08    184      7.43
   08    185      8.13
   08    186      8.53
   09    187      9.49
   09    188     10.30
   09    189     10.26
   10    190     15.75
   10    191     16.08
   10    192     16.91
   11    193     13.77
   11    194     14.11
   11    195     14.66
   12    196      9.50
   12    197     10.03
   12    198     10.48
   01    199     10.32
   01    200     10.13
   01    201     11.21
   02    202     10.55
   02    203     10.55
   02    204     11.25
   03    205      8.17
   03    206      8.44
   03    207      8.80
   04    208      7.68
   04    209      7.79
   04    210      8.45
   05    211      9.23
   05    212      9.18
   05    213      9.99
   06    214      9.05
   06    215      9.35
   06    216      9.92
   07    217     10.34
   07    218     10.71
   07    219     11.04
   08    220      7.82
   08    221      8.53
   08    222      8.93
   09    223      9.89
   09    224     10.75
   09    225     10.77
   10    226     15.76
   10    227     16.09
   10    228     16.92
   11    229     13.77
   11    230     14.11
   11    231     14.66
   12    232      9.82
   12    233     10.37
   12    234     10.81
# Nombre de la Barra
'Mantos220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     30.57
   07    002     30.60
   07    003     30.76
   07    004     30.13
   07    005     28.19
   07    006     28.67
   07    007     28.84
   07    008     29.06
   07    009     29.64
   07    010     29.88
   07    011     31.50
   07    012     31.49
   07    013     31.65
   07    014     30.95
   07    015     28.86
   07    016     29.40
   07    017     29.54
   07    018     29.81
   07    019     30.47
   07    020     30.75
   07    021     30.69
   07    022     30.66
   07    023     30.03
   07    024     28.79
   07    025     29.91
   07    026     30.55
   07    027     30.53
   07    028     30.02
   07    029     29.06
   07    030     30.05
   08    031     32.20
   08    032     30.62
   08    033     32.03
   08    034     33.30
   08    035     30.95
   08    036     32.66
   08    037     32.90
   08    038     30.80
   08    039     32.40
   08    040     31.33
   08    041     29.54
   08    042     31.02
   09    043     31.91
   09    044     31.07
   09    045     31.60
   09    046     31.46
   09    047     30.68
   09    048     31.42
   09    049     32.29
   09    050     31.40
   09    051     31.84
   09    052     32.81
   09    053     31.99
   09    054     32.75
   10    055     28.27
   10    056     26.99
   10    057     27.46
   10    058     26.65
   10    059     25.43
   10    060     25.85
   10    061     26.69
   10    062     25.47
   10    063     25.89
   10    064     28.68
   10    065     26.71
   10    066     27.60
   11    067     27.05
   11    068     25.20
   11    069     26.70
   11    070     26.06
   11    071     24.28
   11    072     25.73
   11    073     27.02
   11    074     25.17
   11    075     26.67
   11    076     27.14
   11    077     25.28
   11    078     26.80
   12    079     26.27
   12    080     25.03
   12    081     26.42
   12    082     25.99
   12    083     24.74
   12    084     26.21
   12    085     26.38
   12    086     24.86
   12    087     26.13
   12    088     26.98
   12    089     25.81
   12    090     27.27
   01    091     29.72
   01    092     28.74
   01    093     28.38
   02    094     29.79
   02    095     26.94
   02    096     28.67
   03    097     29.18
   03    098     23.73
   03    099     28.88
   04    100     20.49
   04    101     16.23
   04    102     21.01
   05    103     36.35
   05    104     33.77
   05    105     35.70
   06    106     32.06
   06    107     28.88
   06    108     30.42
   07    109     32.35
   07    110     30.55
   07    111     31.52
   08    112     34.37
   08    113     32.21
   08    114     33.87
   09    115     33.80
   09    116     32.93
   09    117     33.59
   10    118     29.04
   10    119     27.56
   10    120     28.13
   11    121     28.54
   11    122     26.58
   11    123     28.17
   12    124     27.28
   12    125     25.94
   12    126     27.43
   01    127     30.70
   01    128     30.00
   01    129     29.37
   02    130     30.79
   02    131     27.99
   02    132     29.54
   03    133     30.18
   03    134     24.64
   03    135     30.06
   04    136     19.74
   04    137     15.59
   04    138     20.22
   05    139     35.70
   05    140     33.13
   05    141     35.01
   06    142     33.45
   06    143     30.14
   06    144     31.74
   07    145     33.92
   07    146     32.08
   07    147     33.02
   08    148     36.14
   08    149     33.91
   08    150     35.65
   09    151     35.54
   09    152     34.57
   09    153     35.25
   10    154     30.92
   10    155     29.55
   10    156     30.03
   11    157     28.96
   11    158     26.96
   11    159     28.55
   12    160     28.48
   12    161     27.22
   12    162     28.76
   01    163     32.36
   01    164     31.28
   01    165     30.94
   02    166     32.06
   02    167     29.15
   02    168     30.81
   03    169     31.72
   03    170     25.88
   03    171     31.50
   04    172     18.66
   04    173     14.71
   04    174     19.09
   05    175     34.50
   05    176     32.16
   05    177     34.02
   06    178     33.87
   06    179     30.79
   06    180     32.31
   07    181     34.36
   07    182     32.63
   07    183     33.56
   08    184     36.76
   08    185     34.48
   08    186     36.26
   09    187     35.88
   09    188     35.03
   09    189     35.71
   10    190     30.49
   10    191     29.09
   10    192     29.58
   11    193     30.27
   11    194     28.19
   11    195     29.88
   12    196     28.14
   12    197     26.83
   12    198     28.38
   01    199     31.85
   01    200     31.01
   01    201     30.53
   02    202     31.56
   02    203     28.66
   02    204     30.45
   03    205     31.25
   03    206     25.45
   03    207     30.92
   04    208     18.38
   04    209     14.43
   04    210     18.67
   05    211     34.36
   05    212     32.04
   05    213     33.89
   06    214     33.76
   06    215     30.97
   06    216     32.47
   07    217     35.96
   07    218     33.95
   07    219     34.93
   08    220     38.25
   08    221     35.94
   08    222     37.78
   09    223     37.15
   09    224     36.22
   09    225     37.15
   10    226     30.51
   10    227     29.11
   10    228     29.60
   11    229     30.27
   11    230     28.19
   11    231     29.88
   12    232     29.14
   12    233     27.77
   12    234     29.31
# Nombre de la Barra
'Maitencillo220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    102.83
   07    002    103.11
   07    003    101.20
   07    004    100.63
   07    005    101.15
   07    006     99.60
   07    007    101.78
   07    008    102.48
   07    009    101.30
   07    010    101.77
   07    011    105.31
   07    012    105.76
   07    013    103.97
   07    014    103.22
   07    015    103.74
   07    016    102.11
   07    017    104.41
   07    018    105.18
   07    019    103.85
   07    020    104.19
   07    021    102.60
   07    022    103.07
   07    023    100.82
   07    024    101.06
   07    025    101.22
   07    026    104.08
   07    027    104.55
   07    028    102.40
   07    029    104.43
   07    030    105.01
   08    031    131.79
   08    032     93.31
   08    033    119.22
   08    034    135.34
   08    035     95.77
   08    036    122.81
   08    037    133.75
   08    038     93.92
   08    039    121.11
   08    040    127.87
   08    041     91.14
   08    042    115.93
   09    043    125.76
   09    044    124.13
   09    045    126.48
   09    046    123.75
   09    047    123.02
   09    048    124.96
   09    049    127.36
   09    050    125.37
   09    051    127.81
   09    052    129.20
   09    053    128.44
   09    054    130.47
   10    055    132.42
   10    056    131.80
   10    057    130.86
   10    058    126.36
   10    059    125.92
   10    060    125.06
   10    061    126.67
   10    062    126.23
   10    063    125.37
   10    064    134.98
   10    065    134.72
   10    066    134.10
   11    067    106.78
   11    068    105.29
   11    069    106.88
   11    070    102.84
   11    071    101.41
   11    072    102.94
   11    073    106.68
   11    074    105.19
   11    075    106.78
   11    076    107.21
   11    077    105.71
   11    078    107.31
   12    079    128.17
   12    080    125.01
   12    081    125.04
   12    082    124.30
   12    083    121.30
   12    084    121.50
   12    085    126.00
   12    086    123.39
   12    087    124.20
   12    088    133.45
   12    089    130.13
   12    090    130.61
   01    091     94.32
   01    092     90.31
   01    093     92.95
   02    094    121.73
   02    095    122.29
   02    096    120.49
   03    097    125.36
   03    098    126.16
   03    099    124.88
   04    100    139.77
   04    101    134.62
   04    102    134.67
   05    103    113.66
   05    104    114.31
   05    105    109.45
   06    106    125.28
   06    107    123.89
   06    108    120.59
   07    109    108.32
   07    110    107.89
   07    111    109.32
   08    112    140.02
   08    113     98.17
   08    114    126.26
   09    115    133.14
   09    116    131.81
   09    117    134.10
   10    118    136.94
   10    119    136.41
   10    120    135.48
   11    121    112.74
   11    122    111.17
   11    123    112.85
   12    124    132.00
   12    125    128.99
   12    126    129.96
   01    127     97.17
   01    128     92.37
   01    129     94.98
   02    130    125.17
   02    131    126.31
   02    132    124.62
   03    133    130.04
   03    134    131.09
   03    135    130.01
   04    136    134.27
   04    137    129.60
   04    138    129.50
   05    139    111.79
   05    140    112.88
   05    141    108.14
   06    142    130.69
   06    143    129.23
   06    144    125.80
   07    145    113.25
   07    146    112.88
   07    147    114.47
   08    148    147.02
   08    149    103.64
   08    150    133.28
   09    151    140.02
   09    152    138.38
   09    153    141.17
   10    154    145.59
   10    155    145.27
   10    156    144.63
   11    157    113.89
   11    158    112.38
   11    159    114.28
   12    160    140.38
   12    161    136.89
   12    162    137.29
   01    163    101.42
   01    164     97.66
   01    165    100.62
   02    166    132.20
   02    167    132.23
   02    168    131.29
   03    169    136.52
   03    170    137.45
   03    171    136.24
   04    172    127.00
   04    173    122.10
   04    174    121.65
   05    175    108.59
   05    176    109.80
   05    177    105.39
   06    178    132.34
   06    179    132.16
   06    180    129.15
   07    181    116.19
   07    182    115.67
   07    183    117.26
   08    184    149.49
   08    185    105.39
   08    186    135.53
   09    187    141.10
   09    188    140.21
   09    189    141.74
   10    190    144.51
   10    191    143.96
   10    192    142.94
   11    193    119.60
   11    194    117.93
   11    195    119.71
   12    196    136.25
   12    197    132.92
   12    198    133.17
   01    199    100.21
   01    200     96.03
   01    201     98.89
   02    202    130.60
   02    203    130.19
   02    204    128.63
   03    205    134.28
   03    206    134.60
   03    207    133.52
   04    208    125.73
   04    209    122.40
   04    210    122.26
   05    211    108.09
   05    212    109.30
   05    213    104.92
   06    214    132.44
   06    215    131.81
   06    216    128.70
   07    217    120.56
   07    218    119.04
   07    219    120.22
   08    220    155.85
   08    221    110.32
   08    222    141.22
   09    223    146.13
   09    224    145.12
   09    225    147.93
   10    226    144.57
   10    227    144.03
   10    228    143.03
   11    229    119.60
   11    230    117.93
   11    231    119.71
   12    232    141.57
   12    233    137.96
   12    234    137.42
# Nombre de la Barra
'Miraflores110'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    108.07
   07    002     88.08
   07    003    106.90
   07    004    129.43
   07    005    144.86
   07    006    152.21
   07    007    145.66
   07    008    144.03
   07    009    160.10
   07    010    148.72
   07    011    106.24
   07    012     86.71
   07    013    106.12
   07    014    128.27
   07    015    143.01
   07    016    150.03
   07    017    143.68
   07    018    142.11
   07    019    157.76
   07    020    146.40
   07    021    100.59
   07    022     84.99
   07    023    121.44
   07    024    145.58
   07    025    150.26
   07    026    100.68
   07    027     84.67
   07    028    118.57
   07    029    144.54
   07    030    149.77
   08    031     92.40
   08    032    137.06
   08    033    142.99
   08    034     92.67
   08    035    137.59
   08    036    142.01
   08    037     96.81
   08    038    144.13
   08    039    148.83
   08    040     98.71
   08    041    145.88
   08    042    151.91
   09    043     93.57
   09    044    140.09
   09    045    144.02
   09    046     97.61
   09    047    144.58
   09    048    149.80
   09    049     94.78
   09    050    142.22
   09    051    145.92
   09    052     92.63
   09    053    137.20
   09    054    142.40
   10    055     99.49
   10    056    146.32
   10    057    151.70
   10    058    101.67
   10    059    152.82
   10    060    156.05
   10    061     96.69
   10    062    145.48
   10    063    148.42
   10    064     98.92
   10    065    147.57
   10    066    151.15
   11    067     94.92
   11    068    141.45
   11    069    141.84
   11    070     94.79
   11    071    141.25
   11    072    141.59
   11    073     94.16
   11    074    140.40
   11    075    140.64
   11    076     92.42
   11    077    137.89
   11    078    138.00
   12    079     97.37
   12    080    145.36
   12    081    152.02
   12    082     95.97
   12    083    142.42
   12    084    150.04
   12    085     94.09
   12    086    141.06
   12    087    147.10
   12    088     93.00
   12    089    139.16
   12    090    145.17
   01    091     96.08
   01    092    139.39
   01    093    155.17
   02    094     96.56
   02    095    146.66
   02    096    170.49
   03    097    107.42
   03    098    167.82
   03    099    191.94
   04    100     95.77
   04    101    142.24
   04    102    165.07
   05    103     96.83
   05    104    144.12
   05    105    165.22
   06    106    104.62
   06    107    149.47
   06    108    163.67
   07    109    102.37
   07    110    150.49
   07    111    159.03
   08    112    101.58
   08    113    151.15
   08    114    156.42
   09    115    101.42
   09    116    151.06
   09    117    155.92
   10    118     98.03
   10    119    145.90
   10    120    149.91
   11    121     94.88
   11    122    141.52
   11    123    141.77
   12    124     99.04
   12    125    147.85
   12    126    154.80
   01    127    102.87
   01    128    149.53
   01    129    165.88
   02    130    100.68
   02    131    153.59
   02    132    178.25
   03    133    109.94
   03    134    170.51
   03    135    195.47
   04    136    104.26
   04    137    154.26
   04    138    179.78
   05    139    105.82
   05    140    157.62
   05    141    180.60
   06    142    111.38
   06    143    159.08
   06    144    174.24
   07    145    108.90
   07    146    159.95
   07    147    169.08
   08    148    108.70
   08    149    161.54
   08    150    167.20
   09    151    108.24
   09    152    161.40
   09    153    166.52
   10    154     95.83
   10    155    143.20
   10    156    146.93
   11    157     89.34
   11    158    133.42
   11    159    133.54
   12    160    102.21
   12    161    152.78
   12    162    159.58
   01    163    111.74
   01    164    161.27
   01    165    180.02
   02    166    105.12
   02    167    160.63
   02    168    186.01
   03    169    112.95
   03    170    175.55
   03    171    201.34
   04    172    114.47
   04    173    169.13
   04    174    197.67
   05    175    116.55
   05    176    173.14
   05    177    198.95
   06    178    115.30
   06    179    164.24
   06    180    179.93
   07    181    111.21
   07    182    163.46
   07    183    173.10
   08    184    111.28
   08    185    165.35
   08    186    171.16
   09    187    112.34
   09    188    166.42
   09    189    172.23
   10    190     97.83
   10    191    146.54
   10    192    150.08
   11    193     98.58
   11    194    147.06
   11    195    147.33
   12    196    106.29
   12    197    158.25
   12    198    165.98
   01    199    114.05
   01    200    165.40
   01    201    183.95
   02    202    109.91
   02    203    167.13
   02    204    194.02
   03    205    118.09
   03    206    184.06
   03    207    210.80
   04    208    119.50
   04    209    175.16
   04    210    206.10
   05    211    121.03
   05    212    179.74
   05    213    206.54
   06    214    120.05
   06    215    170.95
   06    216    187.85
   07    217    114.26
   07    218    168.17
   07    219    177.50
   08    220    115.34
   08    221    171.05
   08    222    177.46
   09    223    115.00
   09    224    170.82
   09    225    176.75
   10    226     98.26
   10    227    147.21
   10    228    150.74
   11    229     98.58
   11    230    147.06
   11    231    147.33
   12    232    109.53
   12    233    163.24
   12    234    170.93
# Nombre de la Barra
'Maule154'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001      6.22
   07    002      5.11
   07    003      6.42
   07    004      8.28
   07    005      9.11
   07    006      9.04
   07    007      8.73
   07    008      8.44
   07    009      9.52
   07    010      9.09
   07    011      6.11
   07    012      5.03
   07    013      6.37
   07    014      8.23
   07    015      9.01
   07    016      8.92
   07    017      8.62
   07    018      8.31
   07    019      9.37
   07    020      8.94
   07    021      5.77
   07    022      4.95
   07    023      7.59
   07    024      8.67
   07    025      9.13
   07    026      5.79
   07    027      4.95
   07    028      7.36
   07    029      8.53
   07    030      9.07
   08    031      0.76
   08    032     14.77
   08    033      2.86
   08    034      0.62
   08    035     15.47
   08    036      2.65
   08    037      0.72
   08    038     16.00
   08    039      2.87
   08    040      0.74
   08    041     16.01
   08    042      2.94
   09    043      4.52
   09    044     13.54
   09    045      7.86
   09    046      4.68
   09    047     14.04
   09    048      8.19
   09    049      4.59
   09    050     13.77
   09    051      7.97
   09    052      4.43
   09    053     13.38
   09    054      7.80
   10    055      9.08
   10    056     14.34
   10    057     13.83
   10    058      9.49
   10    059     15.30
   10    060     14.48
   10    061      9.02
   10    062     14.53
   10    063     13.75
   10    064      9.17
   10    065     14.61
   10    066     13.89
   11    067      9.06
   11    068     14.18
   11    069     13.61
   11    070      9.05
   11    071     14.16
   11    072     13.59
   11    073      8.98
   11    074     14.05
   11    075     13.48
   11    076      8.81
   11    077     13.77
   11    078     13.21
   12    079      5.02
   12    080     13.51
   12    081      8.16
   12    082      4.91
   12    083     13.10
   12    084      8.00
   12    085      4.87
   12    086     13.07
   12    087      7.97
   12    088      4.81
   12    089     12.92
   12    090      7.79
   01    091      5.89
   01    092      8.58
