# scale_objective=1000
type,phase,scene,name,rhs,dual,coefficients
o,46,2,sddp_ecut_1_46_37_4,3.10979e+08,,rsv_vol_1_51_46_460=0,rsv_vol_6_51_46_460=-61.7749,rsv_vol_21_51_46_460=0,rsv_vol_28_51_46_460=0,rsv_vol_37_51_46_460=0.881701,rsv_vol_63_51_46_460=3811.1,rsv_vol_65_51_46_460=0,rsv_vol_67_51_46_460=3470.96,sddp_alpha_1_45=1000
o,45,2,sddp_ecut_1_45_37_5,3.43705e+08,,rsv_vol_1_51_45_450=0,rsv_vol_6_51_45_450=0.420232,rsv_vol_21_51_45_450=0,rsv_vol_28_51_45_450=0,rsv_vol_37_51_45_450=1.25704,rsv_vol_63_51_45_450=3561.87,rsv_vol_65_51_45_450=0,rsv_vol_67_51_45_450=5639.48,sddp_alpha_1_44=1000
o,44,2,sddp_ecut_1_44_37_6,3.45192e+08,,rsv_vol_1_51_44_440=0,rsv_vol_6_51_44_440=0.55129,rsv_vol_21_51_44_440=0,rsv_vol_28_51_44_440=0,rsv_vol_37_51_44_440=1.14826,rsv_vol_63_51_44_440=4065.33,rsv_vol_65_51_44_440=-7.00509,rsv_vol_67_51_44_440=5950.81,sddp_alpha_1_43=1000
o,43,2,sddp_ecut_1_43_37_7,3.85645e+08,,rsv_vol_1_51_43_430=0,rsv_vol_6_51_43_430=0.726152,rsv_vol_21_51_43_430=0,rsv_vol_28_51_43_430=0,rsv_vol_37_51_43_430=1.22684,rsv_vol_63_51_43_430=2722.05,rsv_vol_65_51_43_430=-14.1219,rsv_vol_67_51_43_430=6312.11,sddp_alpha_1_42=1000
o,42,2,sddp_ecut_1_42_37_8,4.13441e+08,,rsv_vol_1_51_42_420=0,rsv_vol_6_51_42_420=0.97699,rsv_vol_21_51_42_420=0,rsv_vol_28_51_42_420=0,rsv_vol_37_51_42_420=1.50268,rsv_vol_63_51_42_420=4439.22,rsv_vol_65_51_42_420=-7.11726,rsv_vol_67_51_42_420=7366.74,sddp_alpha_1_41=1000
o,41,2,sddp_ecut_1_41_37_9,4.18044e+08,,rsv_vol_1_51_41_410=0,rsv_vol_6_51_41_410=0.925018,rsv_vol_21_51_41_410=0,rsv_vol_28_51_41_410=0,rsv_vol_37_51_41_410=1.54048,rsv_vol_63_51_41_410=4361.31,rsv_vol_65_51_41_410=3725.38,rsv_vol_67_51_41_410=5874.69,sddp_alpha_1_40=1000
o,40,2,sddp_ecut_1_40_37_10,4.24038e+08,,rsv_vol_1_51_40_400=0,rsv_vol_6_51_40_400=0.952824,rsv_vol_21_51_40_400=0,rsv_vol_28_51_40_400=0,rsv_vol_37_51_40_400=2.18532,rsv_vol_63_51_40_400=4653.21,rsv_vol_65_51_40_400=2348.82,rsv_vol_67_51_40_400=7262.41,sddp_alpha_1_39=1000
o,39,2,sddp_ecut_1_39_37_11,3.96726e+08,,rsv_vol_1_51_39_390=0,rsv_vol_6_51_39_390=0.942288,rsv_vol_21_51_39_390=0,rsv_vol_28_51_39_390=0,rsv_vol_37_51_39_390=1.99675,rsv_vol_63_51_39_390=4883.26,rsv_vol_65_51_39_390=10803.3,rsv_vol_67_51_39_390=7557.28,sddp_alpha_1_38=1000
o,38,2,sddp_ecut_1_38_37_12,3.90438e+08,,rsv_vol_1_51_38_380=0,rsv_vol_6_51_38_380=-6.43758,rsv_vol_21_51_38_380=0,rsv_vol_28_51_38_380=0,rsv_vol_37_51_38_380=1.42047,rsv_vol_63_51_38_380=4849.03,rsv_vol_65_51_38_380=6961.93,rsv_vol_67_51_38_380=-117.552,sddp_alpha_1_37=1000
o,37,2,sddp_ecut_1_37_37_13,3.22944e+08,,rsv_vol_1_51_37_370=0,rsv_vol_6_51_37_370=-6.86149,rsv_vol_21_51_37_370=0,rsv_vol_28_51_37_370=0,rsv_vol_37_51_37_370=1.12108,rsv_vol_63_51_37_370=4794.49,rsv_vol_65_51_37_370=0,rsv_vol_67_51_37_370=8002.39,sddp_alpha_1_36=1000
o,36,2,sddp_ecut_1_36_37_14,3.54763e+08,,rsv_vol_1_51_36_360=0,rsv_vol_6_51_36_360=-14.5977,rsv_vol_21_51_36_360=0,rsv_vol_28_51_36_360=0,rsv_vol_37_51_36_360=1.40664,rsv_vol_63_51_36_360=4669.04,rsv_vol_65_51_36_360=0,rsv_vol_67_51_36_360=7704.2,sddp_alpha_1_35=1000
o,35,2,sddp_ecut_1_35_37_15,3.6925e+08,,rsv_vol_1_51_35_350=0,rsv_vol_6_51_35_350=-52.5495,rsv_vol_21_51_35_350=0,rsv_vol_28_51_35_350=0,rsv_vol_37_51_35_350=0.350318,rsv_vol_63_51_35_350=4554.75,rsv_vol_65_51_35_350=0,rsv_vol_67_51_35_350=1626.52,sddp_alpha_1_34=1000
o,34,2,sddp_ecut_1_34_37_16,3.57969e+08,,rsv_vol_1_51_34_340=0,rsv_vol_6_51_34_340=-105.965,rsv_vol_21_51_34_340=0,rsv_vol_28_51_34_340=0,rsv_vol_37_51_34_340=0.555101,rsv_vol_63_51_34_340=4727.72,rsv_vol_65_51_34_340=0,rsv_vol_67_51_34_340=819.566,sddp_alpha_1_33=1000
o,33,2,sddp_ecut_1_33_37_17,3.93362e+08,,rsv_vol_1_51_33_330=0,rsv_vol_6_51_33_330=-14.9034,rsv_vol_21_51_33_330=0,rsv_vol_28_51_33_330=0,rsv_vol_37_51_33_330=1.0825,rsv_vol_63_51_33_330=4751.42,rsv_vol_65_51_33_330=0,rsv_vol_67_51_33_330=4008.82,sddp_alpha_1_32=1000
o,32,2,sddp_ecut_1_32_37_18,3.94338e+08,,rsv_vol_1_51_32_320=0,rsv_vol_6_51_32_320=0.482129,rsv_vol_21_51_32_320=0,rsv_vol_28_51_32_320=0,rsv_vol_37_51_32_320=0.977371,rsv_vol_63_51_32_320=4724.63,rsv_vol_65_51_32_320=0,rsv_vol_67_51_32_320=4371.87,sddp_alpha_1_31=1000
