# Archivo de configuracion de lineas (plpcnfli.dat)
# Num.Lineas 449   Modela Perdidas  Perd.en.ERM   Ang. de Ref.
         449          T             'M'         1000.d0
# Caracteristicas de las Lineas
# Nombre                                              F.Max. A-B F.Max. B-A  Barra A  Barra B   Tension  R(Ohm)  X(ohm)   Mod.Perd.  Num.Tramos   Operativa   LinDC
'Parinas500->LosChangos500'                         1700.0     1650.0      260      222     500.0   2.279  11.620      T           3            T            F
'Parinas500->Parinas220'                             750.0      750.0      260      261     500.0   0.500  48.750      T           3            T            F
'LosChangos500->LosChangos220'                      1900.0     1900.0      222      223     500.0   0.250  24.375      T           3            T            F
'LosChangos220->Kapatur220'                         1500.0     1500.0      223      224     220.0   0.123   0.482      T           3            T            F
'Kapatur220->Laberinto220'                           700.0      700.0      224      190     220.0   1.669  18.716      T           3            T            F
'Kapatur220->Ohiggins220'                            880.0      880.0      224      202     220.0   0.852   9.776      T           3            T            F
'LosChangos500->Kimal500'                           2375.0     2375.0      222      235     500.0   1.470  19.726      T           3            T            F
'Kimal500->Kimal220'                                1000.0     1000.0      235      236     500.0   0.250  24.375      T           3            T            F
'Encuentro220->Kimal220'                             318.0      318.0      183      236     220.0   0.173   1.507      T           3            T            F
'Crucero220->Kimal220'                               500.0      500.0      173      236     220.0   0.188   1.409      T           3            T            F
'Illapa220->Cumbre220'                               701.0      701.0        3      234     220.0   0.782   7.488      T           3            T            F
'Cumbre500->Cumbre220'                               805.0      805.0      233      234     500.0   0.234  22.975      T           3            T            F
'ElLoa220->Kimal220'                                 411.0      411.0      179      236     220.0   0.551   4.394      T           3            T            F
'Kimal220->Laberinto220'                             282.0      282.0      236      190     220.0   5.002  28.444      T           3            T            F
'NuevaVictoria220->SanSimon220'                      183.0      183.0      199      287     220.0   2.130   9.850      T           3            T            F
'SanSimon220->Quillagua220'                          171.0      171.0      287      225     220.0   5.260  24.350      T           3            T            F
'Quillagua220->MariaElena220'                        171.0      171.0      225      226     220.0   3.088  14.209      T           3            T            F
'MariaElena220->Kimal220'                            183.0      183.0      226      236     220.0   0.923   4.905      T           3            T            F
'Encuentro220->NuevaCentinela220'                    237.0      237.0      183      232     220.0   8.191  37.468      T           3            T            F
'NuevaCentinela220->ElTesoro220'                     237.0      237.0      232      181     220.0   0.041   1.936      T           3            T            F
'NuevaCentinela220->EsperanzaSING220'                274.0      274.0      232      186     220.0   0.312   1.443      T           3            T            F
'NuevaPozoAlmonte220->PozoAlmonte220'                181.0      181.0      208      207     220.0   0.191   1.175      T           3            T            F
'Lagunas220->NuevaPozoAlmonte220'                    181.0      181.0      191      208     220.0   5.912  25.307      T           3            T            F
'Condores220->NuevaPozoAlmonte220'                   229.0      229.0      172      208     220.0   1.253  11.742      T           3            T            F
